ax,ay,az,gx,gy,gz
7640.0,-3968.0,23372.0,-4477.0,-18883.0,4425.0
6868.0,-8348.0,28856.0,-578.0,-4893.0,-500.0
8292.0,-5280.0,26200.0,4109.0,22976.0,-2420.0
4736.0,-5992.0,23656.0,-1763.0,28894.0,-9707.0
340.0,-10880.0,18192.0,-1593.0,28441.0,-11141.0
2652.0,-5268.0,14456.0,-7676.0,26229.0,-9436.0
-1760.0,-9816.0,9696.0,-7109.0,16677.0,-12524.0
-2720.0,-14416.0,8036.0,-9261.0,524.0,-10651.0
-900.0,-12612.0,6848.0,-13952.0,1506.0,-5033.0
-512.0,-15180.0,8640.0,-10012.0,-7538.0,-573.0
704.0,-14036.0,8744.0,-926.0,-5155.0,524.0
-272.0,-14336.0,6620.0,3991.0,-7293.0,2297.0
1292.0,-13384.0,9160.0,3922.0,-9817.0,7417.0
1348.0,-12676.0,10560.0,18755.0,-32768.0,14646.0
-568.0,-4512.0,15476.0,9062.0,-29031.0,13954.0
7064.0,-4004.0,16756.0,-2936.0,-22061.0,1093.0
5300.0,-13624.0,24224.0,6806.0,-30359.0,-510.0
9532.0,-5672.0,24580.0,3297.0,-5450.0,6254.0
8076.0,-6348.0,22300.0,-891.0,5753.0,1083.0
5464.0,-6892.0,21472.0,-3333.0,13559.0,-5673.0
2656.0,-9376.0,18892.0,-7564.0,19153.0,-7676.0
2836.0,-8676.0,18408.0,-9543.0,24081.0,-4449.0
2120.0,-9660.0,18008.0,-12120.0,21899.0,-8549.0
1188.0,-11628.0,14488.0,-7977.0,14763.0,-9764.0
2184.0,-11720.0,13836.0,-9536.0,22748.0,-2476.0
-2040.0,-12184.0,7372.0,519.0,6704.0,-3380.0
-2036.0,-12268.0,1332.0,-10296.0,5253.0,-4535.0
-264.0,-13556.0,5576.0,475.0,-5467.0,-1836.0
-408.0,-16264.0,6436.0,12464.0,-15563.0,-2680.0
4448.0,-12768.0,13876.0,16415.0,-697.0,547.0
-1316.0,-10620.0,3824.0,26931.0,-8867.0,5688.0
4760.0,-2432.0,12192.0,7527.0,-18859.0,11802.0
3728.0,-6464.0,22352.0,11307.0,-23075.0,6467.0
5932.0,172.0,26268.0,-318.0,-19569.0,6977.0
6476.0,-2868.0,29652.0,-2153.0,-9383.0,3183.0
5528.0,-3688.0,26352.0,-4586.0,8826.0,-2681.0
4192.0,-7200.0,24224.0,-11147.0,13269.0,-3964.0
4508.0,-5528.0,22236.0,-10344.0,23417.0,-4349.0
3908.0,-6504.0,19204.0,-19361.0,28160.0,-6778.0
-984.0,-12064.0,13276.0,-9918.0,21218.0,-4597.0
-256.0,-9180.0,9436.0,-10150.0,22179.0,-2127.0
-2852.0,-13136.0,2880.0,-2207.0,920.0,-1816.0
-2596.0,-11856.0,3896.0,-3857.0,-1977.0,-2817.0
680.0,-13384.0,5708.0,-38.0,-10123.0,-843.0
2324.0,-12396.0,8856.0,4692.0,-14138.0,-335.0
2864.0,-10868.0,11676.0,13017.0,-19121.0,3584.0
3236.0,-9280.0,12008.0,7995.0,-15510.0,9338.0
2640.0,-6412.0,20528.0,11599.0,-30401.0,10999.0
5468.0,-2484.0,22064.0,4867.0,-22736.0,6964.0
6848.0,-4560.0,29004.0,-712.0,-3500.0,581.0
6140.0,-7816.0,27784.0,-1813.0,7341.0,-4141.0
5640.0,-6860.0,24416.0,-2798.0,17784.0,-1622.0
4328.0,-6580.0,21196.0,-4623.0,19091.0,-2590.0
3716.0,-5372.0,17708.0,-6749.0,23969.0,-4347.0
1336.0,-6724.0,13312.0,-7366.0,20196.0,-4409.0
-592.0,-9828.0,7636.0,-6273.0,13150.0,-6110.0
-2288.0,-10556.0,4320.0,-8755.0,6272.0,-6019.0
-1128.0,-14300.0,5884.0,-7007.0,-950.0,-5743.0
1444.0,-14612.0,7008.0,-227.0,-7006.0,-3664.0
2556.0,-14476.0,10540.0,4578.0,-12479.0,1010.0
2936.0,-11164.0,10900.0,10138.0,-15958.0,7428.0
4800.0,-7920.0,13032.0,11797.0,-24460.0,12100.0
4240.0,-1048.0,20520.0,8500.0,-24589.0,10486.0
7316.0,468.0,26128.0,38.0,-20378.0,821.0
5720.0,-9240.0,29232.0,3550.0,-8221.0,-8717.0
6448.0,-11100.0,29536.0,-782.0,10546.0,-2012.0
5248.0,-5960.0,21492.0,-3995.0,13875.0,-1481.0
7172.0,-3200.0,21820.0,-7451.0,29048.0,-3679.0
2844.0,-4528.0,16992.0,-14226.0,24679.0,-7736.0
-1276.0,-9328.0,13492.0,-13222.0,14122.0,-6064.0
-1372.0,-10160.0,10644.0,-13597.0,12424.0,-2952.0
-1112.0,-11004.0,8216.0,-9577.0,5574.0,-631.0
-884.0,-10364.0,7488.0,-10594.0,2398.0,-2165.0
-484.0,-13960.0,5824.0,-7818.0,596.0,-3668.0
644.0,-17580.0,6044.0,-7079.0,-414.0,-1747.0
312.0,-19020.0,6940.0,7002.0,-7325.0,1750.0
-2012.0,-17348.0,9732.0,18432.0,-11567.0,13654.0
1848.0,-9320.0,8180.0,19953.0,-8931.0,18012.0
1584.0,-7648.0,10928.0,22399.0,-13479.0,16828.0
2008.0,592.0,16936.0,1649.0,-17087.0,15818.0
2024.0,3980.0,19648.0,2788.0,-25689.0,5565.0
3708.0,-252.0,25740.0,-5476.0,-18244.0,-4501.0
3668.0,-3556.0,27228.0,-7456.0,-8475.0,-9939.0
3468.0,-9732.0,31072.0,-6500.0,875.0,-6730.0
